seed,mutation-attempts-total,mutation-attempts-valid,max_asm_diff,elapsed_s
00001.c.clean,32,32,-1.0,4.41
00002.c.clean,32,32,-1.0,4.8
00003.c.clean,32,32,-1.0,4.62
00004.c.clean,32,32,-11.0,4.65
00005.c.clean,32,32,-11.0,4.59
00006.c.clean,32,1,-1.0,14.66
00007.c.clean,32,0,,15.09
00008.c.clean,32,2,-1.0,14.92
00009.c.clean,32,32,-1.0,4.91
00010.c.clean,32,32,-1.0,4.36
00011.c.clean,32,32,-1.0,4.62
00012.c.clean,32,32,-1.0,4.34
00013.c.clean,32,29,-11.0,5.15
00014.c.clean,32,28,-11.0,4.73
00015.c.clean,32,7,-10.0,5.43
00016.c.clean,32,6,-10.0,4.34
00017.c.clean,32,32,-1.0,4.6
00018.c.clean,32,32,-11.0,4.75
00019.c.clean,32,32,-11.0,4.61
00020.c.clean,32,32,-11.0,4.73
00021.c.clean,32,32,-2.0,4.6
00022.c.clean,32,32,-1.0,4.6
00023.c.clean,32,32,-1.0,4.43
00024.c.clean,32,32,1.0,5.01
00025.c.clean,32,0,,2.48
00026.c.clean,32,18,-1.0,5.33
00027.c.clean,32,32,-1.0,4.63
00028.c.clean,32,32,-1.0,4.56
00029.c.clean,32,32,-1.0,5.02
00030.c.clean,32,32,-2.0,4.57
00031.c.clean,32,32,-3.0,4.87
00032.c.clean,32,7,-12.0,4.21
00033.c.clean,32,32,-2.0,4.51
00034.c.clean,32,0,,15.01
00035.c.clean,32,32,-1.0,4.48
00036.c.clean,32,32,-1.0,4.93
00037.c.clean,32,4,-10.0,4.04
00038.c.clean,32,32,-11.0,4.7
00039.c.clean,32,32,-11.0,4.62
00041.c.clean,32,32,-1.0,4.74
00042.c.clean,32,32,-1.0,4.47
00043.c.clean,32,32,-1.0,4.62
00044.c.clean,32,32,-1.0,5.19
00045.c.clean,32,32,-1.0,4.69
00046.c.clean,32,32,-1.0,4.85
00047.c.clean,32,32,-1.0,4.61
00048.c.clean,32,32,-1.0,4.63
00049.c.clean,33,33,-1.0,4.85
00050.c.clean,32,32,-1.0,4.81
00051.c.clean,32,0,,2.51
00052.c.clean,32,32,-1.0,4.48
00053.c.clean,32,32,-1.0,5.1
00054.c.clean,32,32,-1.0,4.71
00055.c.clean,32,32,-1.0,4.97
00057.c.clean,32,32,-10.0,4.46
00058.c.clean,32,15,-1.0,5.81
00059.c.clean,32,32,-1.0,4.48
00060.c.clean,32,32,-1.0,4.79
00061.c.clean,32,32,-1.0,4.4
00062.c.clean,32,32,-1.0,4.66
00063.c.clean,32,32,-1.0,4.35
00064.c.clean,32,31,-1.0,4.39
00065.c.clean,32,32,-1.0,4.87
00066.c.clean,32,32,-1.0,4.39
00067.c.clean,32,32,-1.0,4.61
00068.c.clean,32,32,-1.0,4.76
00069.c.clean,32,32,-1.0,4.65
00070.c.clean,32,32,-1.0,4.53
00071.c.clean,32,32,-1.0,4.59
00072.c.clean,33,10,-10.0,4.23
00073.c.clean,32,6,-10.0,3.97
00074.c.clean,32,32,-1.0,4.73
00075.c.clean,32,32,-1.0,4.51
00076.c.clean,32,32,-1.0,4.67
00077.c.clean,32,0,,2.74
00078.c.clean,32,32,-11.0,4.67
00079.c.clean,32,32,-1.0,4.63
00080.c.clean,32,32,-2.0,4.67
00081.c.clean,32,32,-1.0,4.75
00082.c.clean,32,32,-1.0,4.52
00083.c.clean,32,32,-4.0,4.81
00084.c.clean,32,32,-5.0,4.66
00085.c.clean,32,32,-1.0,4.55
00086.c.clean,32,32,-1.0,4.5
00087.c.clean,32,32,-2.0,4.99
00088.c.clean,32,0,,2.49
00089.c.clean,32,32,-4.0,4.56
00090.c.clean,32,15,-1.0,5.02
00091.c.clean,32,17,-1.0,5.01
00092.c.clean,32,31,-1.0,4.61
00093.c.clean,32,32,-1.0,4.48
00094.c.clean,32,32,-1.0,4.96
00095.c.clean,32,32,-2.0,4.55
00096.c.clean,32,32,-1.0,4.42
00097.c.clean,32,32,-1.0,4.7
