seed,mutation-attempts-total,mutation-attempts-valid,max_asm_diff,elapsed_s
00001.c.clean,128,128,0.0,19.02
00002.c.clean,128,128,0.0,18.85
00003.c.clean,128,128,0.0,18.18
00004.c.clean,128,128,0.0,18.01
00005.c.clean,128,128,0.0,18.09
00006.c.clean,128,0,,51.01
00007.c.clean,128,0,,52.61
00008.c.clean,128,0,,52.27
00009.c.clean,128,0,,22.2
00010.c.clean,128,128,0.0,22.31
00011.c.clean,128,128,0.0,21.86
00012.c.clean,131,0,,4.97
00013.c.clean,128,118,0.0,22.74
00014.c.clean,128,106,0.0,21.68
00015.c.clean,128,19,0.0,7.04
00016.c.clean,128,52,0.0,9.98
00017.c.clean,128,102,0.0,23.35
00018.c.clean,128,69,0.0,21.95
00019.c.clean,128,128,0.0,22.28
00020.c.clean,128,128,0.0,21.44
00021.c.clean,128,64,0.0,21.99
00022.c.clean,128,128,0.0,22.31
00023.c.clean,128,128,0.0,21.97
00024.c.clean,128,94,0.0,21.79
00025.c.clean,131,0,,5.34
00026.c.clean,128,102,0.0,22.13
00027.c.clean,128,128,0.0,22.37
00028.c.clean,128,128,0.0,21.92
00029.c.clean,128,128,0.0,22.01
00030.c.clean,128,128,0.0,21.87
00031.c.clean,128,128,0.0,22.49
00032.c.clean,131,17,0.0,6.71
00033.c.clean,128,128,0.0,22.12
00034.c.clean,128,0,,52.72
00035.c.clean,131,0,,5.32
00036.c.clean,128,19,0.0,24.19
00037.c.clean,128,0,,8.34
00038.c.clean,128,128,0.0,24.68
00039.c.clean,128,128,0.0,26.76
00041.c.clean,128,60,0.0,37.3
00042.c.clean,128,128,0.0,27.15
00043.c.clean,128,21,0.0,21.68
00044.c.clean,128,128,0.0,22.37
00045.c.clean,128,128,0.0,22.24
00046.c.clean,128,128,0.0,21.89
00047.c.clean,128,128,0.0,24.11
00048.c.clean,128,128,0.0,26.42
00049.c.clean,128,128,0.0,25.42
00050.c.clean,128,128,0.0,24.71
00051.c.clean,128,62,0.0,11.67
00052.c.clean,128,128,0.0,22.91
00053.c.clean,128,128,0.0,22.25
00054.c.clean,128,128,0.0,22.03
00055.c.clean,128,128,0.0,22.48
00057.c.clean,128,128,0.0,22.37
00058.c.clean,131,0,,5.14
00059.c.clean,128,128,0.0,21.76
00060.c.clean,128,128,0.0,22.62
00061.c.clean,128,128,0.0,22.78
00062.c.clean,128,128,0.0,26.94
00063.c.clean,128,128,0.0,24.48
00064.c.clean,128,128,0.0,26.55
00065.c.clean,128,67,0.0,14.15
00066.c.clean,131,1,0.0,5.12
00067.c.clean,128,128,0.0,23.82
00068.c.clean,128,128,0.0,22.62
00069.c.clean,128,128,0.0,22.74
00070.c.clean,128,128,0.0,21.53
00071.c.clean,128,128,0.0,21.84
00072.c.clean,128,0,,8.73
00073.c.clean,130,1,0.0,7.72
00074.c.clean,128,128,0.0,22.4
00075.c.clean,128,128,0.0,21.81
00076.c.clean,128,128,0.0,22.3
00077.c.clean,131,0,,5.46
00078.c.clean,131,0,,5.14
00079.c.clean,128,64,0.0,21.98
00080.c.clean,128,128,0.0,21.93
00081.c.clean,128,128,0.0,22.33
00082.c.clean,128,128,0.0,23.75
00083.c.clean,128,128,0.0,24.05
00084.c.clean,128,128,0.0,21.59
00085.c.clean,128,128,0.0,21.79
00086.c.clean,131,0,,5.08
