COMPILER_1,COMPILER_2,INT_BOUNDS,FLOAT_BOUNDS,ARRAY_BOUNDS,MUTATION_STRATEGY,NUM_VALID_MUTANTS,NUM_TOTAL_MUTANTS,RUN_TIMEOUT,COMPILE_TIMEOUT,NUM_THREADS
gcc-11,gcc-12,int32+,float+,int8+,random,32,32,3,3,2
