seed,mutation-attempts-total,mutation-attempts-valid,max_asm_diff,elapsed_s
00001.c.clean,32,32,-1.0,4.9
00002.c.clean,32,32,-1.0,4.91
00003.c.clean,32,32,-1.0,5.1
00004.c.clean,32,32,-11.0,5.29
00005.c.clean,32,32,-11.0,5.3
00006.c.clean,32,0,,14.85
00007.c.clean,32,0,,15.35
00008.c.clean,32,0,,15.01
00009.c.clean,32,0,,3.2
00010.c.clean,32,32,-1.0,4.91
00011.c.clean,32,32,-1.0,5.04
00012.c.clean,32,0,,2.61
00013.c.clean,32,30,-11.0,5.33
00014.c.clean,32,27,-11.0,5.51
00015.c.clean,32,4,-10.0,4.96
00016.c.clean,32,12,-10.0,5.53
00017.c.clean,32,26,-1.0,4.74
00018.c.clean,32,15,-11.0,4.16
00019.c.clean,32,32,-11.0,5.16
00020.c.clean,32,32,-11.0,5.01
00021.c.clean,32,11,-2.0,4.04
00022.c.clean,32,32,-1.0,4.9
00023.c.clean,32,32,-1.0,5.51
00024.c.clean,32,27,0.0,4.64
00025.c.clean,32,0,,2.66
00026.c.clean,32,21,-1.0,5.66
00027.c.clean,32,32,-1.0,4.77
00028.c.clean,32,32,-1.0,5.55
00029.c.clean,32,32,-1.0,4.99
00030.c.clean,32,32,-2.0,5.11
00031.c.clean,32,32,-3.0,5.12
00032.c.clean,32,7,-12.0,5.66
00033.c.clean,32,32,-2.0,5.5
00034.c.clean,32,0,,14.93
00035.c.clean,32,32,-1.0,5.02
00036.c.clean,32,8,-1.0,3.95
00037.c.clean,32,0,,7.86
00038.c.clean,32,32,-11.0,5.67
00039.c.clean,32,32,-11.0,5.13
00041.c.clean,32,21,-1.0,10.19
00042.c.clean,32,32,-1.0,5.15
00043.c.clean,32,3,-1.0,3.54
00044.c.clean,32,32,-1.0,6.11
00045.c.clean,32,32,-1.0,5.88
00046.c.clean,32,32,-1.0,5.5
00047.c.clean,32,32,-1.0,5.67
00048.c.clean,32,32,-1.0,5.09
00049.c.clean,32,32,-1.0,5.28
00050.c.clean,33,33,-1.0,5.48
00051.c.clean,33,0,,3.68
00052.c.clean,32,32,-1.0,5.04
00053.c.clean,32,32,-1.0,5.2
00054.c.clean,32,32,-1.0,5.02
00055.c.clean,32,32,-1.0,5.31
00057.c.clean,32,32,-10.0,5.36
00058.c.clean,32,15,-1.0,6.74
00059.c.clean,32,32,-1.0,4.87
00060.c.clean,32,32,-1.0,5.07
00061.c.clean,32,32,-1.0,5.21
00062.c.clean,32,32,-1.0,5.67
00063.c.clean,32,32,-1.0,5.07
00064.c.clean,32,32,-1.0,5.32
00065.c.clean,32,13,-1.0,3.63
00066.c.clean,32,0,,2.77
00067.c.clean,32,32,-1.0,5.11
00068.c.clean,32,32,-1.0,5.33
00069.c.clean,32,32,-1.0,5.22
00070.c.clean,32,32,-1.0,4.79
00071.c.clean,32,32,-1.0,5.03
00072.c.clean,32,0,,6.78
00073.c.clean,32,0,,7.17
00074.c.clean,32,32,-1.0,5.12
00075.c.clean,32,32,-1.0,4.83
00076.c.clean,32,32,-1.0,5.01
00077.c.clean,32,0,,2.93
00078.c.clean,32,0,,2.88
00079.c.clean,32,16,-1.0,3.99
00080.c.clean,32,32,-2.0,4.91
00081.c.clean,32,32,-1.0,4.89
00082.c.clean,32,32,-1.0,4.78
00083.c.clean,32,32,-4.0,5.14
00084.c.clean,32,32,-5.0,5.22
00085.c.clean,32,32,-1.0,4.92
00086.c.clean,32,0,,2.89
00087.c.clean,32,32,-2.0,5.02
00088.c.clean,32,0,,2.87
00089.c.clean,32,32,-4.0,5.02
00090.c.clean,33,13,-1.0,6.49
00091.c.clean,32,16,-1.0,5.37
00092.c.clean,32,32,-1.0,5.26
00093.c.clean,32,32,-1.0,4.81
00094.c.clean,32,32,-1.0,4.98
00095.c.clean,32,32,-2.0,4.96
00096.c.clean,32,32,-1.0,5.6
00097.c.clean,32,32,-1.0,4.97
00098.c.clean,32,32,-1.0,5.06
00099.c.clean,32,32,-2.0,5.43
00100.c.clean,32,32,-2.0,5.05
