seed,mutation-attempts-total,mutation-attempts-valid,max_asm_diff,elapsed_s
00001.c.clean,32,32,0.0,9.05
00002.c.clean,32,32,0.0,9.06
00003.c.clean,32,32,0.0,9.17
00004.c.clean,32,32,0.0,9.12
00005.c.clean,32,32,0.0,9.12
00006.c.clean,32,0,,49.87
00007.c.clean,32,0,,49.86
00008.c.clean,32,0,,45.62
00009.c.clean,32,0,,5.58
00010.c.clean,32,32,0.0,9.04
00011.c.clean,32,32,0.0,8.95
00012.c.clean,32,0,,1.54
00013.c.clean,32,32,0.0,9.17
00014.c.clean,32,26,0.0,8.85
00015.c.clean,32,6,0.0,2.97
00016.c.clean,32,10,0.0,4.04
00017.c.clean,32,28,0.0,8.83
00018.c.clean,32,13,0.0,7.66
00019.c.clean,32,32,0.0,9.18
00020.c.clean,32,32,0.0,9.2
00021.c.clean,32,16,0.0,8.13
00022.c.clean,32,32,0.0,9.03
00023.c.clean,32,32,0.0,9.15
00024.c.clean,32,29,0.0,8.78
00025.c.clean,32,0,,1.6
00026.c.clean,32,25,0.0,9.09
00027.c.clean,32,32,0.0,9.11
00028.c.clean,32,32,0.0,9.05
00029.c.clean,32,32,0.0,9.25
00030.c.clean,32,32,0.0,9.06
00031.c.clean,32,32,0.0,9.28
00032.c.clean,32,5,0.0,2.86
00033.c.clean,32,32,0.0,9.25
00034.c.clean,32,0,,49.9
00035.c.clean,32,0,,1.57
00036.c.clean,32,7,0.0,6.97
00037.c.clean,32,0,,3.52
00038.c.clean,32,32,0.0,9.1
00039.c.clean,32,32,0.0,9.15
00041.c.clean,32,15,0.0,30.81
00042.c.clean,32,32,0.0,9.27
00043.c.clean,32,2,0.0,6.1
00044.c.clean,32,32,0.0,9.06
00045.c.clean,32,32,0.0,9.13
00046.c.clean,32,32,0.0,9.17
00047.c.clean,32,32,0.0,9.12
00048.c.clean,32,32,0.0,9.2
00049.c.clean,32,32,0.0,9.11
00050.c.clean,32,32,0.0,9.11
00051.c.clean,32,15,0.0,5.19
00052.c.clean,32,32,0.0,9.11
00053.c.clean,32,32,0.0,9.16
00054.c.clean,32,32,0.0,9.05
00055.c.clean,32,32,0.0,9.12
00057.c.clean,32,32,0.0,9.03
00058.c.clean,32,0,,1.62
00059.c.clean,32,32,0.0,8.98
00060.c.clean,32,32,0.0,9.02
00061.c.clean,32,32,0.0,8.98
00062.c.clean,32,32,0.0,9.01
00063.c.clean,32,32,0.0,9.08
00064.c.clean,32,32,0.0,9.03
