seed,mutation-attempts-total,mutation-attempts-valid,max_asm_diff,elapsed_s
00001.c.clean,32,32,-1.0,4.34
00002.c.clean,32,32,-1.0,3.99
00003.c.clean,32,32,-1.0,4.2
00004.c.clean,32,32,-11.0,4.65
00005.c.clean,32,32,-11.0,4.28
00006.c.clean,32,1,-1.0,44.25
00007.c.clean,32,0,,50.48
00008.c.clean,32,1,-1.0,39.39
00009.c.clean,32,31,0.0,4.4
00010.c.clean,32,32,-1.0,4.28
00011.c.clean,32,32,-1.0,4.14
00012.c.clean,32,32,-1.0,4.18
00013.c.clean,32,31,-11.0,4.32
00014.c.clean,32,30,-11.0,4.29
00015.c.clean,32,11,-10.0,4.56
00016.c.clean,32,10,-10.0,3.72
00017.c.clean,32,32,-1.0,4.27
00018.c.clean,32,32,-11.0,4.32
00019.c.clean,32,32,-11.0,4.42
00020.c.clean,32,32,-11.0,4.2
00021.c.clean,32,32,-2.0,4.49
00022.c.clean,32,32,-1.0,4.38
00023.c.clean,32,32,-1.0,4.18
00024.c.clean,32,32,0.0,4.47
00025.c.clean,32,0,,2.32
00026.c.clean,32,18,-1.0,5.05
00027.c.clean,32,32,-1.0,4.29
00028.c.clean,32,32,-1.0,4.2
00029.c.clean,32,32,-1.0,4.58
00030.c.clean,32,32,-2.0,4.23
00031.c.clean,32,32,-3.0,4.47
00032.c.clean,32,7,-12.0,4.18
00033.c.clean,32,32,-2.0,4.17
00034.c.clean,32,0,,50.39
00035.c.clean,32,32,-1.0,4.35
00036.c.clean,32,32,-1.0,4.23
00037.c.clean,32,3,-10.0,3.19
00038.c.clean,32,32,-11.0,4.39
00039.c.clean,32,32,-11.0,4.27
00041.c.clean,32,32,-1.0,4.57
00042.c.clean,32,32,-1.0,4.16
00043.c.clean,32,32,-1.0,4.3
00044.c.clean,32,32,-1.0,4.59
00045.c.clean,32,32,-1.0,4.19
00046.c.clean,32,32,-1.0,4.47
00047.c.clean,32,32,-1.0,4.22
00048.c.clean,32,32,-1.0,4.28
00049.c.clean,32,32,-1.0,4.25
00050.c.clean,32,32,-1.0,4.23
00051.c.clean,32,0,,2.73
00052.c.clean,32,32,-1.0,4.14
00053.c.clean,32,32,-1.0,4.27
00054.c.clean,32,32,-1.0,4.72
00055.c.clean,32,32,-1.0,4.18
00057.c.clean,32,32,-10.0,4.39
00058.c.clean,32,10,-1.0,5.86
00059.c.clean,32,32,-1.0,4.38
00060.c.clean,32,32,-1.0,4.21
00061.c.clean,32,32,-1.0,4.39
00062.c.clean,32,32,-1.0,4.24
00063.c.clean,32,32,-1.0,4.18
00064.c.clean,32,32,-1.0,4.55
00065.c.clean,32,32,-1.0,4.11
00066.c.clean,32,32,-1.0,4.32
00067.c.clean,32,32,-1.0,4.19
00068.c.clean,32,32,-1.0,4.3
00069.c.clean,32,32,-1.0,4.25
00070.c.clean,32,32,-1.0,4.29
00071.c.clean,32,32,-1.0,4.26
00072.c.clean,32,7,-10.0,3.62
00073.c.clean,32,9,-10.0,3.96
00074.c.clean,32,32,-1.0,4.31
00075.c.clean,32,32,-1.0,4.09
00076.c.clean,32,32,-1.0,4.28
00077.c.clean,32,0,,2.47
00078.c.clean,32,32,-11.0,4.26
00079.c.clean,32,32,-1.0,4.25
00080.c.clean,32,32,-2.0,4.14
00081.c.clean,32,32,-1.0,4.37
00082.c.clean,32,32,-1.0,4.17
00083.c.clean,32,32,-4.0,4.74
00084.c.clean,32,32,-5.0,4.44
00085.c.clean,32,32,-1.0,4.11
00086.c.clean,32,32,-1.0,4.36
00087.c.clean,32,32,-2.0,4.16
00088.c.clean,32,0,,2.26
00089.c.clean,32,32,-4.0,4.38
00090.c.clean,32,16,-1.0,4.94
00091.c.clean,32,13,-1.0,5.32
00092.c.clean,32,32,-1.0,4.15
00093.c.clean,32,32,-1.0,4.34
00094.c.clean,32,32,-1.0,4.23
00095.c.clean,32,32,-2.0,4.39
00096.c.clean,32,32,-1.0,4.05
00097.c.clean,32,32,-1.0,4.34
00098.c.clean,32,32,-1.0,4.3
00099.c.clean,32,32,-2.0,4.19
00100.c.clean,32,32,-2.0,4.3
00101.c.clean,32,0,,50.44
00102.c.clean,32,6,-1.0,2.92
00103.c.clean,32,32,-11.0,4.21
00105.c.clean,32,32,-1.0,4.49
