COMPILER_1,COMPILER_2,INT_BOUNDS,FLOAT_BOUNDS,ARRAY_BOUNDS,MUTATION_STRATEGY,NUM_VALID_MUTANTS,NUM_TOTAL_MUTANTS,RUN_TIMEOUT,COMPILE_TIMEOUT,NUM_THREADS
gcc-10,gcc-12,int8+,float+,int8+,random,16,24,3,5,8
