num_seeds, total_attempts, total_valid_attempts, total_elapsed_s, detected_diffs, info_counts,
1064,25307,9539,5997.51,56,{'compile error': 13912, 'valid': 9539, 'invalid': 1481, 'run timeout': 271, 'compile timeout': 104}
