seed,mutation-id,attempt-id,compiler-1,compiler-2,fail-reason,return-code
00130.c.clean,0,1,gcc-12,gcc-11,"/mnt/c/Users/jonas/OneDrive/documents/eth/master/sem1/automated-software-testing/project/ast-project/test/prepared/00130.c.clean-mutation-0-0.c:8:15: runtime error: index 70 out of bounds for type 'char [13]'
/mnt/c/Users/jonas/OneDrive/documents/eth/master/sem1/automated-software-testing/project/ast-project/test/prepared/00130.c.clean-mutation-0-0.c:9:6: runtime error: index 92 out of bounds for type 'char [56][13]'
/mnt/c/Users/jonas/OneDrive/documents/eth/master/sem1/automated-software-testing/project/ast-project/test/prepared/00130.c.clean-mutation-0-0.c:9:10: runtime error: index 100 out of bounds for type 'char [13]'
/mnt/c/Users/jonas/OneDrive/documents/eth/master/sem1/automated-software-testing/project/ast-project/test/prepared/00130.c.clean-mutation-0-0.c:9:16: runtime error: store to address 0x7ffe092cb430 with insufficient space for an object of type 'char'
0x7ffe092cb430: note: pointer points here
 fe 7f 00 00  e9 c5 2c 09 fe 7f 00 00  07 c6 2c 09 fe 7f 00 00  29 c6 2c 09 fe 7f 00 00  ab c6 2c 09
              ^ 
/mnt/c/Users/jonas/OneDrive/documents/eth/master/sem1/automated-software-testing/project/ast-project/test/prepared/00130.c.clean-mutation-0-0.c:11:10: runtime error: index 88 out of bounds for type 'char [56][13]'
/mnt/c/Users/jonas/OneDrive/documents/eth/master/sem1/automated-software-testing/project/ast-project/test/prepared/00130.c.clean-mutation-0-0.c:11:14: runtime error: index 88 out of bounds for type 'char [13]'
/mnt/c/Users/jonas/OneDrive/documents/eth/master/sem1/automated-software-testing/project/ast-project/test/prepared/00130.c.clean-mutation-0-0.c:11:14: runtime error: load of address 0x7ffe092cb3f0 with insufficient space for an object of type 'char'
0x7ffe092cb3f0: note: pointer points here
 fe 7f 00 00  17 c5 2c 09 fe 7f 00 00  22 c5 2c 09 fe 7f 00 00  2b c5 2c 09 fe 7f 00 00  72 c5 2c 09
              ^ 
",38
00130.c.clean,0,2,gcc-12,gcc-11,"/mnt/c/Users/jonas/OneDrive/documents/eth/master/sem1/automated-software-testing/project/ast-project/test/prepared/00130.c.clean-mutation-0-0.c:9:10: runtime error: index 84 out of bounds for type 'char [71]'
",43
00130.c.clean,0,3,gcc-12,gcc-11,"/mnt/c/Users/jonas/OneDrive/documents/eth/master/sem1/automated-software-testing/project/ast-project/test/prepared/00130.c.clean-mutation-0-0.c:8:11: runtime error: index 95 out of bounds for type 'char [86][91]'
/mnt/c/Users/jonas/OneDrive/documents/eth/master/sem1/automated-software-testing/project/ast-project/test/prepared/00130.c.clean-mutation-0-0.c:11:14: runtime error: index 99 out of bounds for type 'char [91]'
",20
00130.c.clean,0,4,gcc-12,gcc-11,"/mnt/c/Users/jonas/OneDrive/documents/eth/master/sem1/automated-software-testing/project/ast-project/test/prepared/00130.c.clean-mutation-0-0.c:8:11: runtime error: index 73 out of bounds for type 'char [40][71]'
/mnt/c/Users/jonas/OneDrive/documents/eth/master/sem1/automated-software-testing/project/ast-project/test/prepared/00130.c.clean-mutation-0-0.c:9:6: runtime error: index 83 out of bounds for type 'char [40][71]'
/mnt/c/Users/jonas/OneDrive/documents/eth/master/sem1/automated-software-testing/project/ast-project/test/prepared/00130.c.clean-mutation-0-0.c:9:10: runtime error: index 78 out of bounds for type 'char [71]'
/mnt/c/Users/jonas/OneDrive/documents/eth/master/sem1/automated-software-testing/project/ast-project/test/prepared/00130.c.clean-mutation-0-0.c:9:15: runtime error: store to address 0x7ffd79548af3 with insufficient space for an object of type 'char'
0x7ffd79548af3: note: pointer points here
 00  00 00 00 00 00 00 00 00  00 00 00 00 00 00 00 00  00 00 00 00 00 00 00 00  00 00 00 00 00 00 00
              ^ 
/mnt/c/Users/jonas/OneDrive/documents/eth/master/sem1/automated-software-testing/project/ast-project/test/prepared/00130.c.clean-mutation-0-0.c:10:4: runtime error: index 79 out of bounds for type 'int [4]'
/mnt/c/Users/jonas/OneDrive/documents/eth/master/sem1/automated-software-testing/project/ast-project/test/prepared/00130.c.clean-mutation-0-0.c:10:9: runtime error: store to address 0x7ffd795474cc with insufficient space for an object of type 'int'
0x7ffd795474cc: note: pointer points here
  00 29 c2 0b 31 7f 00 00  f8 7f 54 79 fd 7f 00 00  38 79 c1 0b 31 7f 00 00  00 00 00 00 00 00 00 00
              ^ 
/mnt/c/Users/jonas/OneDrive/documents/eth/master/sem1/automated-software-testing/project/ast-project/test/prepared/00130.c.clean-mutation-0-0.c:11:10: runtime error: index 41 out of bounds for type 'char [40][71]'
/mnt/c/Users/jonas/OneDrive/documents/eth/master/sem1/automated-software-testing/project/ast-project/test/prepared/00130.c.clean-mutation-0-0.c:11:14: runtime error: load of address 0x7ffd79547f29 with insufficient space for an object of type 'char'
0x7ffd79547f29: note: pointer points here
 55 00 00  40 90 4c 0c 31 7f 00 00  cc 1f b1 4f df 64 08 3f  cc 1f f9 88 fd 81 90 3e  00 00 00 00 31
              ^ 
",57
00130.c.clean,1,0,gcc-12,gcc-11,"/mnt/c/Users/jonas/OneDrive/documents/eth/master/sem1/automated-software-testing/project/ast-project/test/prepared/00130.c.clean-mutation-1-0.c:8:11: runtime error: index 56 out of bounds for type 'char [35][56]'
/mnt/c/Users/jonas/OneDrive/documents/eth/master/sem1/automated-software-testing/project/ast-project/test/prepared/00130.c.clean-mutation-1-0.c:8:15: runtime error: index 63 out of bounds for type 'char [56]'
/mnt/c/Users/jonas/OneDrive/documents/eth/master/sem1/automated-software-testing/project/ast-project/test/prepared/00130.c.clean-mutation-1-0.c:9:6: runtime error: index 35 out of bounds for type 'char [35][56]'
/mnt/c/Users/jonas/OneDrive/documents/eth/master/sem1/automated-software-testing/project/ast-project/test/prepared/00130.c.clean-mutation-1-0.c:9:10: runtime error: index 79 out of bounds for type 'char [56]'
/mnt/c/Users/jonas/OneDrive/documents/eth/master/sem1/automated-software-testing/project/ast-project/test/prepared/00130.c.clean-mutation-1-0.c:9:15: runtime error: store to address 0x7ffec35bd547 with insufficient space for an object of type 'char'
0x7ffec35bd547: note: pointer points here
 00 00 00 00 00  5f 27 d2 1e 14 70 c2 35  28 d6 5b c3 fe 7f 00 00  a9 31 35 75 f6 55 00 00  98 5d 35
             ^ 
/mnt/c/Users/jonas/OneDrive/documents/eth/master/sem1/automated-software-testing/project/ast-project/test/prepared/00130.c.clean-mutation-1-0.c:11:13: runtime error: index 99 out of bounds for type 'char [56]'
",42
00130.c.clean,1,1,gcc-12,gcc-11,"/mnt/c/Users/jonas/OneDrive/documents/eth/master/sem1/automated-software-testing/project/ast-project/test/prepared/00130.c.clean-mutation-1-0.c:8:11: runtime error: index 30 out of bounds for type 'char [20][64]'
/mnt/c/Users/jonas/OneDrive/documents/eth/master/sem1/automated-software-testing/project/ast-project/test/prepared/00130.c.clean-mutation-1-0.c:9:6: runtime error: index 70 out of bounds for type 'char [20][64]'
/mnt/c/Users/jonas/OneDrive/documents/eth/master/sem1/automated-software-testing/project/ast-project/test/prepared/00130.c.clean-mutation-1-0.c:9:15: runtime error: store to address 0x7fff0ec47121 with insufficient space for an object of type 'char'
0x7fff0ec47121: note: pointer points here
 00 00 00  00 00 00 00 00 00 00 00  00 00 00 00 00 00 00 00  00 00 00 00 00 00 00 00  00 00 00 00 00
              ^ 
/mnt/c/Users/jonas/OneDrive/documents/eth/master/sem1/automated-software-testing/project/ast-project/test/prepared/00130.c.clean-mutation-1-0.c:10:4: runtime error: index 23 out of bounds for type 'int [1]'
/mnt/c/Users/jonas/OneDrive/documents/eth/master/sem1/automated-software-testing/project/ast-project/test/prepared/00130.c.clean-mutation-1-0.c:10:9: runtime error: store to address 0x7fff0ec45fc8 with insufficient space for an object of type 'int'
0x7fff0ec45fc8: note: pointer points here
 00 00 00 00  50 60 c4 0e ff 7f 00 00  60 7e 9f 30 38 7f 00 00  f0 59 25 31 38 7f 00 00  02 00 00 00
              ^ 
/mnt/c/Users/jonas/OneDrive/documents/eth/master/sem1/automated-software-testing/project/ast-project/test/prepared/00130.c.clean-mutation-1-0.c:11:10: runtime error: index 72 out of bounds for type 'char [20][64]'
/mnt/c/Users/jonas/OneDrive/documents/eth/master/sem1/automated-software-testing/project/ast-project/test/prepared/00130.c.clean-mutation-1-0.c:11:14: runtime error: index 80 out of bounds for type 'char [64]'
/mnt/c/Users/jonas/OneDrive/documents/eth/master/sem1/automated-software-testing/project/ast-project/test/prepared/00130.c.clean-mutation-1-0.c:11:14: runtime error: load of address 0x7fff0ec471c0 with insufficient space for an object of type 'char'
0x7fff0ec471c0: note: pointer points here
 00 00 00 00  00 00 00 00 00 00 00 00  00 00 00 00 00 00 00 00  00 00 00 00 00 00 00 00  00 00 00 00
              ^ 
",74
00130.c.clean,1,2,gcc-12,gcc-11,"/mnt/c/Users/jonas/OneDrive/documents/eth/master/sem1/automated-software-testing/project/ast-project/test/prepared/00130.c.clean-mutation-1-0.c:8:11: runtime error: index 94 out of bounds for type 'char [23][99]'
/mnt/c/Users/jonas/OneDrive/documents/eth/master/sem1/automated-software-testing/project/ast-project/test/prepared/00130.c.clean-mutation-1-0.c:11:10: runtime error: index 32 out of bounds for type 'char [23][99]'
/mnt/c/Users/jonas/OneDrive/documents/eth/master/sem1/automated-software-testing/project/ast-project/test/prepared/00130.c.clean-mutation-1-0.c:11:14: runtime error: load of address 0x7fffcb676c71 with insufficient space for an object of type 'char'
0x7fffcb676c71: note: pointer points here
 00 00 00  b9 6c 67 cb ff 7f 00 00  1a 00 00 00 00 00 00 00  02 00 00 00 00 00 00 00  1f 00 00 00 00
              ^ 
",35
00130.c.clean,1,3,gcc-12,gcc-11,"/mnt/c/Users/jonas/OneDrive/documents/eth/master/sem1/automated-software-testing/project/ast-project/test/prepared/00130.c.clean-mutation-1-0.c:8:15: runtime error: index 91 out of bounds for type 'char [19]'
/mnt/c/Users/jonas/OneDrive/documents/eth/master/sem1/automated-software-testing/project/ast-project/test/prepared/00130.c.clean-mutation-1-0.c:9:10: runtime error: index 20 out of bounds for type 'char [19]'
/mnt/c/Users/jonas/OneDrive/documents/eth/master/sem1/automated-software-testing/project/ast-project/test/prepared/00130.c.clean-mutation-1-0.c:11:14: runtime error: index 98 out of bounds for type 'char [19]'
",31
00130.c.clean,1,4,gcc-12,gcc-11,"/mnt/c/Users/jonas/OneDrive/documents/eth/master/sem1/automated-software-testing/project/ast-project/test/prepared/00130.c.clean-mutation-1-0.c:10:4: runtime error: index 57 out of bounds for type 'int [52]'
/mnt/c/Users/jonas/OneDrive/documents/eth/master/sem1/automated-software-testing/project/ast-project/test/prepared/00130.c.clean-mutation-1-0.c:10:9: runtime error: store to address 0x7fffa04cf704 with insufficient space for an object of type 'int'
0x7fffa04cf704: note: pointer points here
  00 00 00 00 00 00 00 00  00 00 00 00 00 00 00 00  00 00 00 00 00 00 00 00  00 00 00 00 00 00 00 00
              ^ 
/mnt/c/Users/jonas/OneDrive/documents/eth/master/sem1/automated-software-testing/project/ast-project/test/prepared/00130.c.clean-mutation-1-0.c:11:14: runtime error: index 96 out of bounds for type 'char [59]'
",37
00134.c.clean,0,0,gcc-12,gcc-11,"/mnt/c/Users/jonas/OneDrive/documents/eth/master/sem1/automated-software-testing/project/ast-project/test/prepared/00134.c.clean-mutation-0-0.c:18:13: runtime error: shift exponent 78 is too large for 64-bit type 'long long int'
",32
00134.c.clean,0,1,gcc-12,gcc-11,"/mnt/c/Users/jonas/OneDrive/documents/eth/master/sem1/automated-software-testing/project/ast-project/test/prepared/00134.c.clean-mutation-0-0.c:18:13: runtime error: shift exponent 89 is too large for 64-bit type 'long long int'
/mnt/c/Users/jonas/OneDrive/documents/eth/master/sem1/automated-software-testing/project/ast-project/test/prepared/00134.c.clean-mutation-0-0.c:19:21: runtime error: shift exponent 64 is too large for 64-bit type 'long long int'
",35
00134.c.clean,1,0,gcc-12,gcc-11,"/mnt/c/Users/jonas/OneDrive/documents/eth/master/sem1/automated-software-testing/project/ast-project/test/prepared/00134.c.clean-mutation-1-0.c:10:13: runtime error: shift exponent 84 is too large for 64-bit type 'long long int'
",72
00134.c.clean,1,1,gcc-12,gcc-11,"/mnt/c/Users/jonas/OneDrive/documents/eth/master/sem1/automated-software-testing/project/ast-project/test/prepared/00134.c.clean-mutation-1-0.c:10:13: runtime error: shift exponent 92 is too large for 64-bit type 'long long int'
/mnt/c/Users/jonas/OneDrive/documents/eth/master/sem1/automated-software-testing/project/ast-project/test/prepared/00134.c.clean-mutation-1-0.c:18:13: runtime error: shift exponent 80 is too large for 64-bit type 'long long int'
",90
00134.c.clean,1,2,gcc-12,gcc-11,"/mnt/c/Users/jonas/OneDrive/documents/eth/master/sem1/automated-software-testing/project/ast-project/test/prepared/00134.c.clean-mutation-1-0.c:11:21: runtime error: shift exponent 84 is too large for 64-bit type 'long long int'
",8
00134.c.clean,1,3,gcc-12,gcc-11,"/mnt/c/Users/jonas/OneDrive/documents/eth/master/sem1/automated-software-testing/project/ast-project/test/prepared/00134.c.clean-mutation-1-0.c:18:13: runtime error: shift exponent 87 is too large for 64-bit type 'long long int'
",88
00134.c.clean,1,4,gcc-12,gcc-11,"/mnt/c/Users/jonas/OneDrive/documents/eth/master/sem1/automated-software-testing/project/ast-project/test/prepared/00134.c.clean-mutation-1-0.c:10:13: runtime error: shift exponent 66 is too large for 64-bit type 'long long int'
/mnt/c/Users/jonas/OneDrive/documents/eth/master/sem1/automated-software-testing/project/ast-project/test/prepared/00134.c.clean-mutation-1-0.c:18:13: runtime error: shift exponent 99 is too large for 64-bit type 'long long int'
",40
