seed,mutation-attempts-total,mutation-attempts-valid,max_asm_diff,elapsed_s
00001.c.clean,32,32,-1.0,5.2
00002.c.clean,32,32,-1.0,5.01
00003.c.clean,32,32,-1.0,5.26
00004.c.clean,32,32,-11.0,5.21
00005.c.clean,32,32,-11.0,5.43
00006.c.clean,32,1,-1.0,77.64
00007.c.clean,32,0,,97.67
00008.c.clean,32,0,,85.45
00009.c.clean,32,32,0.0,5.48
00010.c.clean,32,32,-1.0,5.13
00011.c.clean,32,32,-1.0,5.37
00012.c.clean,32,32,-1.0,5.1
00013.c.clean,32,32,-11.0,5.29
00014.c.clean,32,31,-11.0,5.36
00015.c.clean,32,6,-10.0,5.45
00016.c.clean,32,13,-10.0,4.49
00017.c.clean,32,32,-1.0,5.42
00018.c.clean,32,32,-11.0,5.22
00019.c.clean,32,32,-11.0,5.46
00020.c.clean,32,32,-11.0,5.63
00021.c.clean,32,32,-2.0,5.56
00022.c.clean,32,32,-1.0,5.14
00023.c.clean,32,32,-1.0,5.32
00024.c.clean,32,32,1.0,5.18
00025.c.clean,32,0,,2.87
00026.c.clean,32,22,-1.0,6.15
00027.c.clean,32,32,-1.0,5.4
00028.c.clean,32,32,-1.0,5.17
00029.c.clean,32,32,-1.0,5.41
00030.c.clean,32,32,-2.0,5.63
00031.c.clean,32,32,-3.0,5.47
00032.c.clean,32,8,-12.0,5.17
00033.c.clean,32,32,-2.0,5.48
00034.c.clean,32,0,,99.02
00035.c.clean,32,32,-1.0,5.25
00036.c.clean,32,32,-1.0,5.34
00037.c.clean,32,11,-10.0,4.55
00038.c.clean,32,32,-11.0,5.29
00039.c.clean,32,32,-11.0,5.5
00041.c.clean,32,32,-1.0,5.55
00042.c.clean,32,32,-1.0,5.18
00043.c.clean,32,32,-1.0,5.47
00044.c.clean,32,32,-1.0,5.26
00045.c.clean,32,32,-1.0,5.39
00046.c.clean,32,32,-1.0,5.47
00047.c.clean,32,32,-1.0,5.43
00048.c.clean,32,32,-1.0,5.25
00049.c.clean,32,32,-1.0,5.38
00050.c.clean,32,32,-1.0,5.32
00051.c.clean,32,0,,2.84
00052.c.clean,32,32,-1.0,5.34
00053.c.clean,32,32,-1.0,5.42
00054.c.clean,32,32,-1.0,5.17
00055.c.clean,32,32,-1.0,5.26
00057.c.clean,32,32,-10.0,5.22
00058.c.clean,32,12,-1.0,7.27
00059.c.clean,32,32,-1.0,5.36
00060.c.clean,32,32,-1.0,5.28
00061.c.clean,32,32,-1.0,5.12
00062.c.clean,32,32,-1.0,5.44
00063.c.clean,32,32,-1.0,5.24
00064.c.clean,32,32,-1.0,5.35
00065.c.clean,32,32,-1.0,5.37
00066.c.clean,32,32,-1.0,5.34
00067.c.clean,32,32,-1.0,5.39
00068.c.clean,32,32,-1.0,5.17
00069.c.clean,32,32,-1.0,5.39
00070.c.clean,32,32,-1.0,5.21
00071.c.clean,32,32,-1.0,5.71
00072.c.clean,32,4,-10.0,4.6
00073.c.clean,32,10,-10.0,5.15
00074.c.clean,32,32,-1.0,5.24
00075.c.clean,32,32,-1.0,5.32
00076.c.clean,32,32,-1.0,5.39
00077.c.clean,32,0,,2.89
00078.c.clean,32,32,-11.0,5.58
00079.c.clean,32,32,-1.0,5.35
00080.c.clean,32,32,-2.0,5.17
00081.c.clean,32,32,-1.0,5.37
00082.c.clean,32,32,-1.0,5.29
00083.c.clean,32,32,-4.0,5.52
00084.c.clean,32,32,-5.0,5.76
00085.c.clean,32,32,-1.0,5.28
00086.c.clean,32,32,-1.0,5.14
00087.c.clean,32,32,-2.0,5.43
00088.c.clean,32,0,,2.77
00089.c.clean,32,32,-4.0,5.46
00090.c.clean,32,16,-1.0,5.66
00091.c.clean,32,16,-1.0,6.22
00092.c.clean,32,32,-1.0,5.24
00093.c.clean,32,32,-1.0,5.39
00094.c.clean,32,32,-1.0,5.35
00095.c.clean,32,32,-2.0,5.42
00096.c.clean,32,32,-1.0,5.32
00097.c.clean,32,32,-1.0,5.33
00098.c.clean,32,32,-1.0,5.13
00099.c.clean,32,32,-2.0,5.42
00100.c.clean,32,32,-2.0,5.2
00101.c.clean,32,0,,98.9
00102.c.clean,32,11,-1.0,3.61
