seed,mutation-attempts-total,mutation-attempts-valid,max_asm_diff,elapsed_s
00001.c.clean,32,32,0.0,8.83
00002.c.clean,32,32,0.0,8.84
00003.c.clean,32,32,0.0,8.9
00004.c.clean,32,32,0.0,9.2
00005.c.clean,32,32,0.0,9.09
00006.c.clean,32,0,,45.28
00007.c.clean,32,0,,49.89
00008.c.clean,32,0,,43.89
00009.c.clean,32,0,,7.55
00010.c.clean,32,32,0.0,9.61
00011.c.clean,32,32,0.0,9.64
00012.c.clean,32,0,,1.54
00013.c.clean,32,31,0.0,9.58
00014.c.clean,32,27,0.0,9.55
00015.c.clean,32,4,0.0,3.02
00016.c.clean,32,8,0.0,3.9
00017.c.clean,32,28,0.0,9.05
00018.c.clean,32,16,0.0,7.92
00019.c.clean,32,32,0.0,9.09
00020.c.clean,32,32,0.0,9.11
00021.c.clean,32,15,0.0,7.68
00022.c.clean,32,32,0.0,9.02
00023.c.clean,32,32,0.0,9.07
00024.c.clean,32,26,0.0,8.91
00025.c.clean,32,0,,1.58
00026.c.clean,32,24,0.0,9.05
00027.c.clean,32,32,0.0,9.29
00028.c.clean,32,32,0.0,8.97
00029.c.clean,32,32,0.0,8.97
00030.c.clean,32,32,0.0,9.01
00031.c.clean,32,32,0.0,9.04
00032.c.clean,32,5,0.0,2.89
00033.c.clean,32,32,0.0,9.08
00034.c.clean,32,0,,49.85
00035.c.clean,32,0,,1.57
00036.c.clean,32,7,0.0,6.88
00037.c.clean,32,0,,2.89
00038.c.clean,32,32,0.0,8.87
00039.c.clean,32,32,0.0,9.12
00041.c.clean,32,14,0.0,33.3
00042.c.clean,32,32,0.0,9.22
00043.c.clean,32,10,0.0,6.93
00044.c.clean,32,32,0.0,8.93
00045.c.clean,32,32,0.0,9.01
00046.c.clean,32,32,0.0,9.11
00047.c.clean,32,32,0.0,9.03
00048.c.clean,32,32,0.0,9.03
00049.c.clean,32,32,0.0,8.96
00050.c.clean,32,32,0.0,8.99
00051.c.clean,32,16,0.0,5.46
00052.c.clean,32,32,0.0,8.93
00053.c.clean,32,32,0.0,9.01
00054.c.clean,32,32,0.0,8.85
00055.c.clean,32,32,0.0,8.87
00057.c.clean,32,32,0.0,8.94
00058.c.clean,32,0,,1.61
00059.c.clean,32,32,0.0,8.82
00060.c.clean,32,32,0.0,8.84
00061.c.clean,32,32,0.0,8.97
00062.c.clean,32,32,0.0,8.9
00063.c.clean,32,32,0.0,8.83
00064.c.clean,32,32,0.0,8.89
00065.c.clean,32,17,0.0,5.58
00066.c.clean,32,1,0.0,1.88
00067.c.clean,32,32,0.0,8.82
00068.c.clean,32,32,0.0,8.84
00069.c.clean,32,32,0.0,8.8
00070.c.clean,32,32,0.0,9.03
00071.c.clean,32,32,0.0,8.9
00072.c.clean,32,0,,3.83
00073.c.clean,32,0,,3.94
00074.c.clean,32,32,0.0,8.85
00075.c.clean,32,32,0.0,9.24
00076.c.clean,32,32,0.0,8.83
00077.c.clean,32,0,,1.64
00078.c.clean,32,0,,1.63
00079.c.clean,32,13,0.0,7.39
00080.c.clean,32,32,0.0,8.89
00081.c.clean,32,32,0.0,9.12
00082.c.clean,32,32,0.0,8.97
00083.c.clean,32,32,0.0,10.0
00084.c.clean,32,32,0.0,9.96
00085.c.clean,32,32,0.0,9.4
00086.c.clean,32,0,,1.55
00087.c.clean,32,32,0.0,9.9
00088.c.clean,32,0,,1.56
00089.c.clean,32,32,0.0,9.72
00090.c.clean,32,4,0.0,2.69
00091.c.clean,32,12,0.0,4.85
00092.c.clean,32,31,0.0,9.19
00093.c.clean,32,32,0.0,8.95
00094.c.clean,32,32,0.0,8.91
00095.c.clean,32,32,0.0,8.91
00096.c.clean,32,32,0.0,8.91
00097.c.clean,32,32,0.0,9.1
00098.c.clean,32,32,0.0,7.26
00099.c.clean,32,32,0.0,8.98
00100.c.clean,32,32,0.0,8.99
00101.c.clean,32,0,,49.82
00102.c.clean,32,0,,1.55
00103.c.clean,32,32,0.0,8.97
00105.c.clean,32,32,0.0,16.97
00106.c.clean,32,32,0.0,9.03
00107.c.clean,32,32,0.0,9.07
00108.c.clean,32,32,0.0,8.94
00109.c.clean,32,32,0.0,8.86
00110.c.clean,32,32,0.0,7.28
00111.c.clean,32,0,,1.54
00112.c.clean,32,0,,1.57
00113.c.clean,32,14,0.0,7.65
00114.c.clean,32,32,0.0,8.79
00115.c.clean,32,0,,1.59
00116.c.clean,32,32,0.0,9.07
00117.c.clean,32,0,,1.63
00118.c.clean,32,32,0.0,8.92
00119.c.clean,32,32,0.0,8.82
00120.c.clean,32,32,0.0,7.26
00121.c.clean,32,32,0.0,8.98
00122.c.clean,32,32,0.0,8.75
00123.c.clean,32,32,0.0,8.86
00124.c.clean,32,0,,1.57
00126.c.clean,32,32,0.0,9.03
00127.c.clean,32,32,0.0,8.87
00128.c.clean,32,32,0.0,9.28
00130.c.clean,32,0,,1.63
00133.c.clean,32,9,0.0,3.73
00134.c.clean,32,0,,1.56
00135.c.clean,32,32,0.0,8.92
00136.c.clean,32,32,0.0,8.79
00137.c.clean,32,32,0.0,8.9
00138.c.clean,32,21,0.0,8.39
00139.c.clean,32,0,,5.59
00140.c.clean,32,7,0.0,6.75
00141.c.clean,32,32,0.0,8.89
00142.c.clean,32,32,0.0,7.28
00143.c.clean,32,0,,1.67
00144.c.clean,32,0,,1.55
00145.c.clean,32,32,0.0,9.7
00146.c.clean,32,32,0.0,9.55
00147.c.clean,32,5,0.0,2.66
00148.c.clean,32,2,0.0,1.76
00149.c.clean,32,32,0.0,9.64
00150.c.clean,32,19,0.0,6.51
00151.c.clean,32,0,,0.96
00152.c.clean,32,32,0.0,9.43
00153.c.clean,32,32,0.0,9.52
