COMPILER_1,COMPILER_2,INT_BOUNDS,FLOAT_BOUNDS,ARRAY_BOUNDS,MUTATION_STRATEGY,NUM_VALID_MUTANTS,NUM_TOTAL_MUTANTS,RUN_TIMEOUT,COMPILE_TIMEOUT,NUM_THREADS
clang-14,clang-15,int8+,float+,int8+,array-aware,16,20,3,3,8
