COMPILER_1,COMPILER_2,INT_BOUNDS,FLOAT_BOUNDS,MUTATION_STRATEGY,NUM_VALID_MUTANTS,NUM_TOTAL_MUTANTS,RUN_TIMEOUT,COMPILE_TIMEOUT,NUM_THREADS
gcc-11,gcc-12,int8+,float+,random,32,32,3,3,16
